295.5758912	278.1463546
375.4612672	299.2070447
274.1520858	238.9298973
283.5930848	202.2552474
313.0054278	260.3537027
27.49863882	281.5336831
293.7603145	188.8199796
290.129161	226.9470909
121.1249567	128.9817106
346.0489242	271.9733937
311.5529664	249.097127
222.9528221	152.5084451
519.8552195	396.7660744
380.9079974	267.2528943
320.63085	233.1200518
307.9218129	280.3250467
492.3565807	432.7761966
263.8559867	228.500594
85.76956393	451.1086225
21.60607336	466.8221304
368.925191	356.9423846
543.4254814	507.4153591
177.4316933	14.4040489
275.6411177	278.9147651
333.7030025	396.5219572
169.5749394	422.3005247
329.3456183	239.656128
334.4292332	266.1635482
338.423502	279.9619313
295.937732	17.02296689
392.8376974	164.9918329
338.423502	275.6045472
284.6824308	283.2299695
305.3800055	314.0947738
191.8357422	417.7174182
371.4669984	311.1898511
342.0546554	228.3995523
572.8883087	315.5796169
361.4106816	254.0350443
498.9038757	229.1553235
350.043193	357.6686153
365.2940375	282.8668541
363.8415761	213.8749385
292.3078531	254.5438572
350.4063084	291.5816224
276.6938932	178.65275
391.5282384	210.1681681
291.9447377	221.1372454
366.3833836	252.7282804
191.8357422	140.1121121
237.6668069	438.0140326
182.6695293	21.60607336
391.5282384	30.1175568
240.2857249	389.5640499
295.2830025	470.7505074
337.8404197	57.61619562
308.6480436	256.7225492
253.4545111	180.1052113
393.4924269	537.5329159
317.4520958	316.1182635
459.6201059	121.1249567
457.001188	124.3986042
575.5072267	423.6099837
294.8496605	302.8381981
265.1654457	489.0829332
549.3180468	483.1903678
279.2357007	263.6217408
353.3112311	253.4545111
323.5357728	275.6045472
150.587784	448.4897045
303.2013135	288.6766996
307.9218129	263.9848561
377.2768439	254.1807418
335.5185792	253.4545111
188.8199796	147.7879456
132.9100876	352.8991981
319.9046193	132.9002164
341.7687967	213.4418156
350.7694237	222.2265914
147.3141365	191.8357422
399.7899953	303.2013135
261.0799334	381.2711127
536.8781864	518.5457605
379.7431075	383.0167549
180.7053408	383.0167549
456.3464585	439.9782211
330.6383953	182.6695293
197.0735782	269.7485522
472.7761798	328.6193876
313.0054278	217.8692073
293.318814	261.8917983
303.5644288	230.5782444
397.6113033	209.5175543
313.3685431	146.3354842
301.3857367	222.9528221
100.8283423	77.91280998
5.237835965	114.5776617
477.9525318	102.7925308
341.3284247	206.6126316
359.484192	138.710062
362.0259994	196.8085172
242.9046429	92.97158838
331.5243104	289.4029303
54.34254814	208.2039796
