3	34
3	53
3	62
5	28
6	42
6	65
7	5
7	13
7	47
7	81
8	74
9	61
10	38
11	26
12	18
13	4
13	54
15	43
15	69
15	82
16	33
18	14
18	25
18	74
19	6
19	66
20	42
20	55
22	18
23	36
23	49
24	24
24	29
24	58
24	82
26	8
26	67
26	76
27	13
27	43
28	5
28	22
30	35
30	55
30	73
31	62
32	69
33	6
34	12
34	46
35	29
36	18
36	51
36	56
36	64
38	73
38	78
39	68
40	12
40	37
41	47
42	4
42	23
42	82
43	77
44	57
44	69
46	27
48	15
48	33
48	41
50	21
50	77
51	49
51	63
51	70
52	10
52	27
53	35
54	60
55	42
57	50
57	79
58	7
58	18
58	71
60	28
61	3
61	54
61	64
63	10
64	35
64	46
65	74
66	58
67	16
69	6
70	27
70	35
70	65
70	76
72	52
73	59
74	49
74	73
75	32
75	41
76	80
77	15
77	55
77	69
79	8
81	64
81	72
