"Filename","Number of Cells","Cell Density (cells/mm^2)","Mean N-N (um)","Cropped Coordinate Area (um^2)","Mean Voronoi Cell Area (um^2)","Number of Bounded Cells","Total Voronoi Area (um^2)",
"MT025aODbaseline1_002_103 ref 60_7.19deg N0.17deg I_coords.txt",22,35200,4.2631,625,26.557,8,212.46
"MT025aODbaseline1_003_113 ref 203_4.94deg N0.71deg I_coords.txt",27,43200,4.2206,625,26.388,8,211.11
"MT025aODbaseline1_003_113 ref 203_4.94deg N0.71deg I_coords.txt",27,43200,4.1888,625,26.286,8,210.29
"MT025aODbaseline1_002_103 ref 60_7.19deg N0.17deg I_coords.txt",19,30400,4.3574,625,34.206,6,205.23
"MT025aODbaseline1_003_113 ref 203_4.94deg N0.71deg I_coords.txt",27,43200,4.2078,625,26.349,8,210.79
"MT025aODbaseline1_002_103 ref 60_7.19deg N0.17deg I_coords.txt",22,35200,4.2631,625,26.557,8,212.46
"MT025aODbaseline1_003_113 ref 203_4.94deg N0.71deg I_coords.txt",27,43200,4.2206,625,26.388,8,211.11
"MT025aODbaseline1_002_103 ref 60_7.19deg N0.17deg I_coords.txt",22,35200,4.2631,625,26.557,8,212.46
"MT025aODbaseline1_003_113 ref 203_4.94deg N0.71deg I_coords.txt",27,43200,4.2206,625,26.388,8,211.11
"MT025aODbaseline1_002_103 ref 60_7.19deg N0.17deg I_coords.txt",22,35200,4.2631,625,26.557,8,212.46
"MT025aODbaseline1_003_113 ref 203_4.94deg N0.71deg I_coords.txt",27,43200,4.2206,625,26.388,8,211.11
"MT025aODbaseline1_002_103 ref 60_7.19deg N0.17deg I_coords.txt",22,35200,4.2631,625,26.557,8,212.46
"MT025aODbaseline1_003_113 ref 203_4.94deg N0.71deg I_coords.txt",27,43200,4.2206,625,26.388,8,211.11
"MT025aODbaseline1_002_103 ref 60_7.19deg N0.17deg I_coords.txt",22,35200,4.2631,625,26.557,8,212.46
"MT025aODbaseline1_003_113 ref 203_4.94deg N0.71deg I_coords.txt",27,43200,4.2206,625,26.388,8,211.11
"MT025aODbaseline1_003_113 ref 203_4.94deg N0.71deg I_coords.txt",27,43200,4.2206,625,26.388,8,211.11
"MT025aODbaseline1_002_103 ref 60_7.19deg N0.17deg I_coords.txt",22,35200,4.2631,625,26.557,8,212.46
